,accepts_apple_pay,accepts_bitcoin,accepts_credit_cards,accepts_google_pay,alcohol,ambience,attire,best_nights,bike_parking,caters,coat_check,date,delivery,dogs_allowed,gender_neutral_restrooms,good_for,good_for_dancing,good_for_groups,good_for_kids,happy_hour,has_dairy-free_options,has_gluten-free_options,has_pool_table,has_soy-free_options,has_tv,liked_by_vegans,liked_by_vegetarians,noise_level,outdoor_seating,parking,price_range,rating,review,smoking,take-out,takes_reservations,waiter_service,wheelchair_accessible,wi-fi
43,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,3/31/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,The best creme brûlée French toast I've ever had. Only downside was that the restaurant was really small plus since it's so popular we had to wait for 1.5 hours. But the creme brûlée French toast was worth the wait. I tried making it at home but was not nearly as close,,Yes,No,,,Free
44,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,2/24/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,The best biscuit and gravy I've had! The bacon was so thick and tasty...the gravy is homemade and extremely flavorful.,,Yes,No,,,Free
45,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,8/10/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,The creme Brûlée French toast was a little too much on a the sweet side so I'd probably not order it again unless I shared it. Towards the end the waitress told us that you can order only one instead of the two advertised. Too late lol. My friend ordered the Chicken special which was more like a casserole kind of dish. That was delicious. Her order even came with a biscuit and gravy on the side.I'd say these portions are pretty substantial and can easily be shared unless you're extremely hungry. The Orange juice is freshly squeezed and delicious. For the both of us it came out to $51,,Yes,No,,,Free
46,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,5/20/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Excellent business! The owners care 100% about your experience and satisfaction! Top notch food...worth a sometimes longer wait than other not so good restaurants. I always purchase Filet Mignon French Dips and have never been disappointed. I tell all my friends to get them and they all have loved them. The side salads are large and terrific. Great fruit sides that include kiwi. Steak French Fries to die for. Golden brown and crisp on the outside. Tender and flakey on the inside. Best lunch option in town in my opinion, and I'm a burger and pizza guy. Haha This restaurant will NOT disappoint you.",,Yes,No,,,Free
47,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,7/14/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,1.0,"It is impossible to ever get a seat here!! There is no more than maybe 6 parking spots, and has created problems in the neighborhood. The waiting space in a rainy state is the size of a bathroom (and not your master suite size bathroom). The wait time as soon as they open is over an hour because their location is too small. The place lives off the church community from which the owners belong and therefore people know each other well enough to play sardines in the waiting area. Though you can order to go to get around wait times, you'll still wait closer to an hour for your food no matter how big the order. The food isn't phenomenal and honestly not worth the wait. We went else where and had better service, quicker turn around, and more delicious food that was even allergy friendly (which I can't speak of for here) - but I don't dare say where or I'd lose that ability, then again it's worth noting - the sassy onion is AMAZING!!",,Yes,No,,,Free
48,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,3/23/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Amazing breakfast! Worth the hour wait!! I had the Spanish coffee! Amazing. Biscuits and gravy. Amazing. Toast. Amazing. Yeah, the toast was amazing. FREE cinnamon roll pancake. No words for that. Bacon. Yeah, you guessed it, amazing. The pics say it all. Don't go here on a diet. Oh yeah, don't forget to try the hot chocolate!",,Yes,No,,,Free
49,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,1/27/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Go there hungry!  Heard about WOM but was put off by reports of long waits. Reputation for great food is well deserved!  Great food in generous portions. Staff is friendly and attentive. Had the corned beef hash (my benchmark dish). Need to return to try all the dishes that were delivered to other tables. Loved the homemade raspberry jam that came with the thick slab of sourdough toast. Will wait until I feel too thin or don't care if I put on a few extra pounds. Ah heck, you only live once. I'll go tomorrow!  Gotta try the blueberry pancakes. Maybe with a side of french toast!",,Yes,No,,,Free
50,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,6/17/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,Delicious! Highly recommend the cream brûlée French toast! Call ahead seating helps the long wait but it's well worth the wait!,,Yes,No,,,Free
51,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,2/22/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"This place is amaZING! I can't say enough good things about this restaurant. super generous portion sizes, so many varieties in the fruit salad, (peaches in February? Really?) warm fluffy biscuit mmmmmm!",,Yes,No,,,Free
52,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,6/12/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"My favorite place to go to for breakfast in the Salem area. Although, I went there and tried their Ruben sandwich for lunch the other day. Amazing! All win. Their hot chocolate is also da bomb.",,Yes,No,,,Free
53,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,8/3/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"I love this place. The food is always delicious and freshly made. The portions are very big. You could potentially share one dish. Their corned beef hash is the best I've ever had. Never from a can. Always made fresh and the result is amazing. Some rave about the creme brule pancake, and it is amazing, but they have so much delicious food on their menu. The biscuit and gravy are made fresh with sausages cut inside. The service is always amazing. I still stand by the upstairs being the least attractive place to be seated as it's small cramped and hot. The hot chocolate is to die for. The wait is always 30-90 minutes but worth it every time. Enjoy the best restaurant in Salem, hands down.",,Yes,No,,,Free
54,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,6/11/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,Wow.  So much food.  So much fun.  Usually when places get this crazy with the big everything but the kitchen sink style plates things go wrong... But not here.  It's all fantastic.  Quality ingredients make the difference.  Quite a long wait to get a table but worth it!!,,Yes,No,,,Free
55,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,6/9/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Amazingggggg! Between us all, we had 4 different meals all cooked to perfection. We especially loved the Filet Mignon Eggs Benedict & Cinnamon Roll Pancakes. Pretty busy so expect a wait but totally worth it in the end",,Yes,No,,,Free
56,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,7/28/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"I had a my first breakfast in Salem, Oregon at this bistro. There was a short wait (15 minutes) which gave me time to appreciate all the decorations in the front room (light fixtures, paintings, and pictures). The wait staff was extremely helpful, and courteous. We also received a random act of kindness from the cook; a complimentary pancake covered in white chocolate, boysenberries, and granola. The food we ordered was delicious and the portions were LARGE. I had the biscuits and gravy meal with the best parts being the bacon (thick and delicious). I was able to try the filet mignon benedict and a meat lovers toasted burrito as well. In addition to the amazing food we each had a cup of locally roasted coffee; made special for WOM. I would recommend this bistro to anyone in the area looking for an all around good breakfast (or lunch) experience.",,Yes,No,,,Free
57,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,2/1/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"Wow - what an amazing breakfast! You could easily split the dishes due to size. I had the caprese omelette with balsamic vinegar and my partner had the filet mignon chicken fried steak - they even bring you an ""amuse bouche"" as a starter.AND TO THE RUDE PARENTS of the toddler who destroyed the table, floor and area, leaving a deep trail of food and trash, while letting your speaking child scream and not leaving a tip - you should be ashamed and never show your faces here again! The staff and all of us patrons were all disgusted by you!",,Yes,No,,,Free
58,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,1/18/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"I  came here for the first time, waited about an hour. I was able to track my place in line very conveniently through my phone. They have menus in the waiting area. I had the Flying Biscuit and it was amazing. GREAT portions that tastes just as amazing microwaved a few hours later. I had hot chocolate and it was so good and very pretty! Sprinkles and chocolate chunks on the whipped cream! Highly recommend this place. I will be back soon!Second time here!! Just as great as the first time but this time we got a free cottage cheese pancake. It was delicious and so glad I tried it because I will be having it again!",,Yes,No,,,Free
59,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,12/22/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"If you don't have time for an amazing breakfast, then search GPS for the closest McDonald's to get breakfast from there. Gosh, people left 1 star reviews just because the waits were long? Hard to believe those yelpers were patient enough to write a long complaints about the wait but couldn't wait. Anyway, the food is phenomenal. I'm Asian and American breakfast is never on my list but WOM really makes it on mine. We waited 2 hours to get a table for 4 since we came in checking in around 8Am on Friday but of course it was worth it. The cream brûlée toast was awesome!!! Services were attentive, friendly and helpful. You got a perfect equation right there, Good food + Amazing service - Long wait = Amazing time",,Yes,No,,,Free
60,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,6/6/2018,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"We are from Colorado on vacation. We specifically came to Word of Mouth after reading the reviews on Yelp...it did not disappoint. Not only was the ambience super charming, but the wait staff was top-notch and the food TO DIE FOR. My husband got the French toast (delicious), my son got the biscuits and gravy (best ever), my daughter got the pancakes (fantastic). My omelet was phenomenal as was the Bloody Mary. I would absolutely recommend this restaurant to anyone looking for an awesome meal!!",,Yes,No,,,Free
61,No,,Yes,Yes,Full Bar,Casual,Casual,,Yes,No,,12/20/2017,No,,,"Breakfast, Brunch",,No,Yes,,Yes,,,,Yes,,Yes,Average,No,"Street, Private Lot",$11-30,5.0,"First of all, this place is amazeballs! While there can be a bit of a wait, it's so worth it. I recently finished my cancer treatment and this is the first place I went when I was able to eat regular food. The portion sizes are huge and delicious and worth every penny. For most breakfast meals you can sub out potatoes for an amazingly fresh fruit cup. I would seriously go back just for that fruit cup lol. They were super understanding while dealing with my food allergies, they even gave us free creme brûlée French toast. The servers are so nice and amazingly attentive. Even though it's so busy that we had to wait a while, they gave us coffee while we were waiting. If I could give more than 5 stars, I would! Can't wait until my next visit!",,Yes,No,,,Free
